Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkSpearLicenseEnchantShockWaveDesc,progression,Perk,,,A shock wave is generated after the throw to knock down targets within the range,,,,,,スロー後に衝撃波が発生し、範囲内のターゲットをノックダウンします,,,,,,投掷后产生冲击波击倒范围内目标,投擲後產生衝擊波擊倒範圍內目標,
perkSpearLicenseEnchantEntityDamageName,progression,Perk,,,Spear: Physical damage enhancement,,,,,,槍：物理的ダメージの強化,,,,,,矛：实体伤害强化,矛：實體傷害強化,
perkSpearLicenseEnchantEntityDamageDesc,progression,Perk,,,Strengthen the physical damage of spear,,,,,,槍の強化された物理的ダメージ,,,,,,强化矛类的实体伤害量,強化矛類的實體傷害量,
perkSpearLicenseEnchantAttackSpeedRank01Desc,progression,Perk,,,Attack speed +50%,,,,,,攻撃速度+ 50％,,,,,,攻击速度+50%,攻擊速度+50%,
perkSpearLicenseEnchantAttackSpeedRank02Desc,progression,Perk,,,Attack speed +100%,,,,,,攻撃速度+ 100％,,,,,,攻击速度+100%,攻擊速度+100%,
perkSpearLicenseEnchantAttackSpeedRank03Desc,progression,Perk,,,Attack speed +200%,,,,,,攻撃速度+ 200％,,,,,,攻击速度+200%,攻擊速度+200%,
perkSpearLicenseEnchantAttackSpeedRank01LongDesc,progression,Perk,,,Increase attack speed(Excluding projection speed),,,,,,攻撃速度を上げる（投げる速度は含まない）,,,,,,增加攻击速度（不包括投射速度）,增加攻擊速度（不包括投射速度）,
perkSpearLicenseEnchantStaminaRank01Desc,progression,Perk,,,Stamina cost -20%,,,,,,スタミナ消費量-20％,,,,,,耐力消耗-20%,耐力消耗-20%,
perkSpearLicenseEnchantStaminaRank02Desc,progression,Perk,,,Stamina cost -35%,,,,,,スタミナ消費量-35％,,,,,,耐力消耗-35%,耐力消耗-35%,
perkSpearLicenseEnchantStaminaRank03Desc,progression,Perk,,,Stamina cost -50%,,,,,,スタミナ消費量-50％,,,,,,耐力消耗-50%,耐力消耗-50%,
perkSpearLicenseEnchantStaminaRank01LongDesc,progression,Perk,,,Reduce the physical consumption of using weapons,,,,,,武器を使用することの物理的な消費を減らす,,,,,,降低使用武器的体力消耗,降低使用武器的體力消耗,
perkSpearLicenseEnchantShockWaveRank01Desc,progression,Perk,,,Shockwave Level 1,,,,,,衝撃波レベル1,,,,,,冲击波1级,衝擊波1級,
perkSpearLicenseEnchantShockWaveRank02Desc,progression,Perk,,,Shockwave Level 2,,,,,,衝撃波レベル2,,,,,,冲击波2级,衝擊波2級,
perkSpearLicenseEnchantShockWaveRank03Desc,progression,Perk,,,Shockwave Level 3,,,,,,衝撃波レベル3,,,,,,冲击波3级,衝擊波3級,
perkSpearLicenseEnchantShockWaveRank01LongDesc,progression,Perk,,,"Range 2, coma time 3 seconds",,,,,,レンジ2、昏睡時間3秒,,,,,,范围2，昏迷时间3秒,範圍2，昏迷時間3秒,
perkSpearLicenseEnchantShockWaveRank02LongDesc,progression,Perk,,,"Range 2.5, coma time 4 seconds",,,,,,レンジ2.5、昏睡時間4秒,,,,,,范围2.5，昏迷时间4秒,範圍2.5，昏迷時間4秒,
perkSpearLicenseEnchantShockWaveRank03LongDesc,progression,Perk,,,"Range 3, coma time 5 seconds",,,,,,レンジ3、昏睡時間5秒,,,,,,范围3，昏迷时间5秒,範圍3，昏迷時間5秒,
perkSpearLicenseEnchantEntityDamageRank01Desc,progression,Perk,,,Physical damage +100%,,,,,,物理的ダメージ+ 100％,,,,,,实体伤害+100%,實體傷害+100%,
perkSpearLicenseEnchantEntityDamageRank02Desc,progression,Perk,,,Physical damage +300%,,,,,,物理的ダメージ+ 300％,,,,,,实体伤害+300%,實體傷害+300%,
perkSpearLicenseEnchantEntityDamageRank03Desc,progression,Perk,,,Physical damage +500%,,,,,,物理的ダメージ+ 500％,,,,,,实体伤害+500%,實體傷害+500%,
perkSpearLicenseEnchantEntityDamageRank01LongDesc,progression,Perk,,,Increase the amount of damage to the entity,,,,,,エンティティへのダメージの量を増やす,,,,,,增加对实体的伤害量,增加對實體的傷害量,

perkHammerLicenseName,progression,Perk,,,Hammer license,,,,,,ハンマーのライセンス,,,,,,鎚证照,鎚證照,
perkHammerLicenseDesc,progression,Perk,,,"Proficiency certificate hammer\nStone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",,,,,,"ハンマーの習熟度証明書\nStone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",,,,,,"精通鎚的认定证书\nStone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer","精通鎚的認定證書\nStone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",
perkHammerLicenseRank1Desc,progression,Perk,,,"Physical Attack +1%, Block Attack +1%",,,,,,物理攻撃力 +1％、ブロック攻撃力 +1％,,,,,,增加实体攻击力1%，增加方块攻击力1%,增加實體攻擊力1%，增加方塊攻擊力1%,
perkHammerLicenseRank1LongDesc,progression,Perk,,,After obtaining the basis of a certificate given bonus.,,,,,,証明書取得後に付与される基本ボーナス。,,,,,,取得证书后所给予的基础加成。,取得證書後所給予的基礎加成。,
perkHammerLicenseEnchantAttackSpeedName,progression,Perk,,,Hammer: speed enhancement,,,,,,ハンマー：速度の向上,,,,,,鎚：速度强化,鎚：速度強化,
perkHammerLicenseEnchantAttackSpeedDesc,progression,Perk,,,Strengthen the attack speed of hammer,,,,,,ハンマーの攻撃速度を強化する,,,,,,强化鎚类的攻击速度,強化鎚類的攻擊速度,
perkHammerLicenseEnchantStaminaName,progression,Perk,,,Hammer: stamina enhancement,,,,,,ハンマー：スタミナ強化,,,,,,鎚：耐力强化,鎚：耐力強化,
perkHammerLicenseEnchantStaminaDesc,progression,Perk,,,Reduce endurance consumption of hammer,,,,,,ハンマーの耐久消費を削減します,,,,,,降低鎚类的耐力消耗,降低鎚類的耐力消耗,
perkHammerLicenseEnchantHarvestCountName,progression,Perk,,,Hammer: enhanced harvest count,,,,,,ハンマー：収穫を増やす,,,,,,鎚：获取量强化,鎚：獲取量強化,
perkHammerLicenseEnchantHarvestCountDesc,progression,Perk,,,Strengthen the harvest count of hammer,,,,,,ハンマーの収穫能力を強化する,,,,,,强化鎚类的採收数量,強化鎚類的採收數量,
perkHammerLicenseEnchantDismemberChanceName,progression,Perk,,,Hammer: enhanced dismemberment rate,,,,,,ハンマー：解体率の向上,,,,,,鎚：肢解率强化,鎚：肢解率強化,
perkHammerLicenseEnchantDismemberChanceDesc,progression,Perk,,,Strengthen the dismemberment rate of hammer,,,,,,ハンマーの解体率を強化する,,,,,,强化鎚类的肢解率,強化鎚類的肢解率,
perkHammerLicenseEnchantDamageName,progression,Perk,,,Hammer: Damage enhancement,,,,,,ハンマー：ダメージの強化,,,,,,鎚：伤害强化,鎚：傷害強化,
perkHammerLicenseEnchantDamageDesc,progression,Perk,,,Strengthen the damage of hammer weapons,,,,,,ハンマー兵器の強化されたダメージ,,,,,,强化鎚类武器的伤害量,強化鎚類武器的傷害量,
perkHammerLicenseEnchantAttackSpeedRank01Desc,progression,Perk,,,Attack speed +50%,,,,,,攻撃速度+ 50％,,,,,,攻击速度+50%,攻擊速度+50%,
perkHammerLicenseEnchantAttackSpeedRank02Desc,progression,Perk,,,Attack speed +100%,,,,,,攻撃速度+ 100％,,,,,,攻击速度+100%,攻擊速度+100%,
perkHammerLicenseEnchantAttackSpeedRank03Desc,progression,Perk,,,Attack speed +200%,,,,,,攻撃速度+ 200％,,,,,,攻击速度+200%,攻擊速度+200%,
perkHammerLicenseEnchantAttackSpeedRank01LongDesc,progression,Perk,,,Increase attack speed,,,,,,攻撃速度を上げる,,,,,,增加攻击速度,增加攻擊速度,
perkHammerLicenseEnchantStaminaRank01Desc,progression,Perk,,,Stamina cost -20%,,,,,,スタミナ消費量-20％,,,,,,耐力消耗-20%,耐力消耗-20%,
perkHammerLicenseEnchantStaminaRank02Desc,progression,Perk,,,Stamina cost -35%,,,,,,スタミナ消費量-35％,,,,,,耐力消耗-35%,耐力消耗-35%,
perkHammerLicenseEnchantStaminaRank03Desc,progression,Perk,,,Stamina cost -50%,,,,,,スタミナ消費量-50％,,,,,,耐力消耗-50%,耐力消耗-50%,
perkHammerLicenseEnchantStaminaRank01LongDesc,progression,Perk,,,Reduce the physical consumption of using weapons,,,,,,武器を使用することの物理的な消費を減らす,,,,,,降低使用武器的体力消耗,降低使用武器的體力消耗,
perkHammerLicenseEnchantHarvestCountRank01Desc,progression,Perk,,,Material amount + 100%,,,,,,資材取得量+ 100％,,,,,,素材获取量+100%,素材獲取量+100%,
perkHammerLicenseEnchantHarvestCountRank02Desc,progression,Perk,,,Material amount + 200%,,,,,,資材取得量+ 200％,,,,,,素材获取量+200%,素材獲取量+200%,
perkHammerLicenseEnchantHarvestCountRank03Desc,progression,Perk,,,Material amount + 300%,,,,,,資材取得量+ 300％,,,,,,素材获取量+300%,素材獲取量+300%,
perkHammerLicenseEnchantHarvestCountRank01LongDesc,progression,Perk,,,Increase the amount of acquisition of all material types,,,,,,すべての材料タイプの取得量を増やす,,,,,,增加所有素材种类的获取量,增加所有素材種類的獲取量,
perkHammerLicenseEnchantDismemberChanceRank01Desc,progression,Perk,,,Dismemberment rate +20%,,,,,,解体率+ 20％,,,,,,肢解率+20%,肢解率+20%,
perkHammerLicenseEnchantDismemberChanceRank02Desc,progression,Perk,,,Dismemberment rate +50%,,,,,,解体率+ 50％,,,,,,肢解率+50%,肢解率+50%,
perkHammerLicenseEnchantDismemberChanceRank03Desc,progression,Perk,,,Dismemberment rate +80%,,,,,,解体率+ 80％,,,,,,肢解率+80%,肢解率+80%,
perkHammerLicenseEnchantDismemberChanceRank01LongDesc,progression,Perk,,,Increase the chance of dismembering the target when attacking,,,,,,攻撃時にターゲットを解体する可能性を高める,,,,,,提高攻击时，肢解目标的机率,提高攻擊時，肢解目標的機率,
perkHammerLicenseEnchantDamageRank01Desc,progression,Perk,,,"Physical damage +100%, block damage +100%",,,,,,物理的ダメージ+ 100％、ブロックダメージ+ 100％,,,,,,实体伤害+100%，方块伤害+100%,實體傷害+100%，方塊傷害+100%,
perkHammerLicenseEnchantDamageRank02Desc,progression,Perk,,,"Physical damage +200%, block damage +300%",,,,,,物理的ダメージ+ 200％、ブロックダメージ+ 300％,,,,,,实体伤害+200%，方块伤害+300%,實體傷害+200%，方塊傷害+300%,
perkHammerLicenseEnchantDamageRank03Desc,progression,Perk,,,"Physical damage +300%, block damage +500%",,,,,,物理的ダメージ+ 300％、ブロックダメージ+ 500％,,,,,,实体伤害+300%，方块伤害+500%,實體傷害+300%，方塊傷害+500%,
perkHammerLicenseEnchantDamageRank01LongDesc,progression,Perk,,,Increase the amount of damage to entities and the amount of damage to blocks,,,,,,エンティティへのダメージ量とブロックへのダメージ量を増やします,,,,,,增加对实体的伤害量与方块的伤害量,增加對實體的傷害量與方塊的傷害量,

perkKnucklesLicenseName,progression,Perk,,,Fist weapon license,,,,,,ボクシング武器のライセンス,,,,,,拳械证照,拳械證照,
perkKnucklesLicenseDesc,progression,Perk,,,"Proficiency certificate fist weapon\nKnuckle Wraps, Iron Knuckles, Steel Knuckles",,,,,,"ボクシング武器の習熟度証明書\nKnuckle Wraps, Iron Knuckles, Steel Knuckles",,,,,,"精通拳械的认定证书\nKnuckle Wraps, Iron Knuckles, Steel Knuckles","精通拳械的認定證書\nKnuckle Wraps, Iron Knuckles, Steel Knuckles",
perkKnucklesLicenseRank1Desc,progression,Perk,,,"Physical Attack +1%, Block Attack +1%",,,,,,物理攻撃力 +1％、ブロック攻撃力 +1％,,,,,,增加实体攻击力1%，增加方块攻击力1%,增加實體攻擊力1%，增加方塊攻擊力1%,
perkKnucklesLicenseRank1LongDesc,progression,Perk,,,After obtaining the basis of a certificate given bonus.,,,,,,証明書取得後に付与される基本ボーナス。,,,,,,取得证书后所给予的基础加成。,取得證書後所給予的基礎加成。,
perkKnucklesLicenseEnchantAttackSpeedName,progression,Perk,,,Fist weapon: speed enhancement,,,,,,ボクシング武器：速度の向上,,,,,,拳械：速度强化,拳械：速度強化,
perkKnucklesLicenseEnchantAttackSpeedDesc,progression,Perk,,,Strengthen the attack speed of fist weapon,,,,,,ボクシング武器の攻撃速度を強化する,,,,,,强化拳械类的攻击速度,強化拳械類的攻擊速度,
perkKnucklesLicenseEnchantStaminaName,progression,Perk,,,Fist weapon: stamina enhancement,,,,,,ボクシング武器：スタミナ強化,,,,,,拳械：耐力强化,拳械：耐力強化,
perkKnucklesLicenseEnchantStaminaDesc,progression,Perk,,,Reduce endurance consumption of fist weapon,,,,,,ボクシング武器の耐久消費を削減します,,,,,,降低拳械类的耐力消耗,降低拳械類的耐力消耗,
perkKnucklesLicenseEnchantHarvestCountName,progression,Perk,,,Fist weapon: enhanced harvest count,,,,,,ボクシング武器：収穫を増やす,,,,,,拳械：获取量强化,拳械：獲取量強化,
perkKnucklesLicenseEnchantHarvestCountDesc,progression,Perk,,,Strengthen the harvest count of fist weapon,,,,,,ボクシング武器の収穫能力を強化する,,,,,,强化拳械类的採收数量,強化拳械類的採收數量,
perkKnucklesLicenseEnchantEntityDamageName,progression,Perk,,,Fist weapon: Physical damage enhancement,,,,,,ボクシング武器：物理的ダメージの強化,,,,,,拳械：实体伤害强化,拳械：實體傷害強化,
perkKnucklesLicenseEnchantEntityDamageDesc,progression,Perk,,,Strengthen the physical damage of fist weapon,,,,,,ボクシング武器の強化された物理的ダメージ,,,,,,强化拳械类的实体伤害量,強化拳械類的實體傷害量,
perkKnucklesLicenseEnchantAttackSpeedRank01Desc,progression,Perk,,,"Attack speed +50%, running speed +10%",,,,,,攻撃速度+ 50％、走行速度+ 10％,,,,,,攻击速度+50%，跑步速度+10%,攻擊速度+50%，跑步速度+10%,
perkKnucklesLicenseEnchantAttackSpeedRank02Desc,progression,Perk,,,"Attack speed +100%, running speed +20%",,,,,,攻撃速度+ 100％、走行速度+ 20％,,,,,,攻击速度+100%，跑步速度+20%,攻擊速度+100%，跑步速度+20%,
perkKnucklesLicenseEnchantAttackSpeedRank03Desc,progression,Perk,,,"Attack speed +200%, running speed +30%",,,,,,攻撃速度+ 200％、走行速度+ 30％,,,,,,攻击速度+200%，跑步速度+30%,攻擊速度+200%，跑步速度+30%,
perkKnucklesLicenseEnchantAttackSpeedRank01LongDesc,progression,Perk,,,"When holding a designated weapon, increase the attack speed and running speed",,,,,,指定された武器を保持すると、攻撃速度と走行速度を上げます,,,,,,手持对应武器时，提升攻击速度与跑步速度,手持對應武器時，提升攻擊速度與跑步速度,
perkKnucklesLicenseEnchantStaminaRank01Desc,progression,Perk,,,Stamina cost -20%,,,,,,スタミナ消費量-20％,,,,,,耐力消耗-20%,耐力消耗-20%,
perkKnucklesLicenseEnchantStaminaRank02Desc,progression,Perk,,,Stamina cost -35%,,,,,,スタミナ消費量-35％,,,,,,耐力消耗-35%,耐力消耗-35%,
perkKnucklesLicenseEnchantStaminaRank03Desc,progression,Perk,,,Stamina cost -50%,,,,,,スタミナ消費量-50％,,,,,,耐力消耗-50%,耐力消耗-50%,
perkKnucklesLicenseEnchantStaminaRank01LongDesc,progression,Perk,,,Reduce the physical consumption of using weapons,,,,,,武器を使用することの物理的な消費を減らす,,,,,,降低使用武器的体力消耗,降低使用武器的體力消耗,
perkKnucklesLicenseEnchantHarvestCountRank01Desc,progression,Perk,,,The amount of corpse harvest material +100%,,,,,,死体収穫物の量+ 100％,,,,,,尸体收割素材量+100%,屍體收割素材量+100%,
perkKnucklesLicenseEnchantHarvestCountRank02Desc,progression,Perk,,,The amount of corpse harvest material +200%,,,,,,死体収穫物の量+ 200％,,,,,,尸体收割素材量+200%,屍體收割素材量+200%,
perkKnucklesLicenseEnchantHarvestCountRank03Desc,progression,Perk,,,The amount of corpse harvest material +300%,,,,,,死体収穫物の量+ 300％,,,,,,尸体收割素材量+300%,屍體收割素材量+300%,
perkKnucklesLicenseEnchantHarvestCountRank01LongDesc,progression,Perk,,,Increase the amount of material collected,,,,,,収集する資料の量を増やす,,,,,,增加素材的採集量,增加素材的採集量,
perkKnucklesLicenseEnchantEntityDamageRank01Desc,progression,Perk,,,Physical damage +100%,,,,,,物理的ダメージ+ 100％,,,,,,实体伤害+100%,實體傷害+100%,
perkKnucklesLicenseEnchantEntityDamageRank02Desc,progression,Perk,,,Physical damage +300%,,,,,,物理的ダメージ+ 300％,,,,,,实体伤害+300%,實體傷害+300%,
perkKnucklesLicenseEnchantEntityDamageRank03Desc,progression,Perk,,,Physical damage +500%,,,,,,物理的ダメージ+ 500％,,,,,,实体伤害+500%,實體傷害+500%,
perkKnucklesLicenseEnchantEntityDamageRank01LongDesc,progression,Perk,,,Increase the amount of damage to the entity,,,,,,エンティティへのダメージの量を増やす,,,,,,增加对实体的伤害量,增加對實體的傷害量,
